make,model,engine_size,cylinders,mpg
Aston Martin,Vantage V8,4.0,8,21
Volkswagen Group Of,Chiron,8.0,16,11
General Motors,CORVETTE,6.2,8,15
Ferrari,488 gtb,3.9,8,18
Ferrari,488 Pista,3.9,8,17
Ferrari,488 Pista Spider,3.9,8,17
Ferrari,488 Spider,3.9,8,18
Ferrari,812 Superfast,6.5,12,13
Fca Us Llc,124 Spider,1.4,4,29
Jaguar Land Rover L,F-TYPE Convertible,2.0,4,26
Jaguar Land Rover L,F-TYPE Convertible,3.0,6,23
Jaguar Land Rover L,F-TYPE Convertible Manual,3.0,6,19
Jaguar Land Rover L,F-TYPE Coupe,2.0,4,26
Jaguar Land Rover L,F-TYPE Coupe,3.0,6,23
Jaguar Land Rover L,F-TYPE Coupe Manual,3.0,6,19
Jaguar Land Rover L,F-TYPE S AWD Convertible,3.0,6,21
Jaguar Land Rover L,F-TYPE S AWD Coupe,3.0,6,21
Jaguar Land Rover L,F-TYPE S Convertible,3.0,6,22
Jaguar Land Rover L,F-TYPE S Convertible Manual,3.0,6,18
Jaguar Land Rover L,F-TYPE S Coupe,3.0,6,22
Jaguar Land Rover L,F-TYPE S Coupe Manual,3.0,6,18
Volkswagen Group Of,Aventador Coupe,6.5,12,11
Volkswagen Group Of,Aventador Roadster,6.5,12,11
Mazda,MX-5,2.0,4,30
Nissan,370Z,3.7,6,22
Nissan,370Z Roadster,3.7,6,21
Porsche,911 GT2 RS,3.8,6,17
Porsche,911 GT3,4.0,6,17
Porsche,911 GT3 Touring,4.0,6,17
Porsche,Boxster,2.0,4,25
Porsche,Boxster GTS,2.5,4,22
Porsche,Boxster S,2.5,4,24
Porsche,Cayman,2.0,4,25
Porsche,Cayman GTS,2.5,4,22
Porsche,Cayman S,2.5,4,24
Aston Martin,DB11 V12,5.2,12,17
Aston Martin,DB11 V8,4.0,8,20
Ferrari,GTC4Lusso,6.3,12,13
Ferrari,GTC4Lusso T,3.9,8,17
Ferrari,Portofino,3.9,8,18
Bmw,COOPER CONVERTIBLE,1.5,3,30
Bmw,COOPER S CONVERTIBLE,2.0,4,28
Bmw,JOHN COOPER WORKS CONVERTIBLE,2.0,4,28
Porsche,911 Carrera,3.0,6,25
Porsche,911 Carrera 4,3.0,6,24
Porsche,911 Carrera 4 Cabriolet,3.0,6,24
Porsche,911 Carrera 4 GTS,3.0,6,22
Porsche,911 Carrera 4 GTS Cabriolet,3.0,6,22
Porsche,911 Carrera 4S,3.0,6,24
Porsche,911 Carrera 4S Cabriolet,3.0,6,24
Porsche,911 Carrera Cabriolet,3.0,6,24
Porsche,911 Carrera GTS,3.0,6,23
Porsche,911 Carrera GTS Cabriolet,3.0,6,22
Porsche,911 Carrera S,3.0,6,24
Porsche,911 Carrera S Cabriolet,3.0,6,24
Porsche,911 Carrera T,3.0,6,22
Porsche,911 Targa 4,3.0,6,24
Porsche,911 Targa 4 GTS,3.0,6,22
Porsche,911 Targa 4S,3.0,6,24
Porsche,911 Turbo,3.8,6,21
Porsche,911 Turbo Cabriolet,3.8,6,21
Porsche,911 Turbo S,3.8,6,21
Porsche,911 Turbo S Cabriolet,3.8,6,21
Subaru,BRZ,2.0,4,27
Toyota,86,2.0,4,27
Bmw,230i Convertible,2.0,4,27
Bmw,230i Coupe,2.0,4,28
Bmw,230i xDrive Convertible,2.0,4,27
Bmw,230i xDrive Coupe,2.0,4,27
Bmw,430i Convertible,2.0,4,27
Bmw,430i xDrive Convertible,2.0,4,26
Bmw,440i Convertible,3.0,6,24
Bmw,440i xDrive Convertible,3.0,6,23
Bmw,M2 Competition,3.0,6,19
Bmw,M240i Convertible,3.0,6,24
Bmw,M240i Coupe,3.0,6,24
Bmw,M240i Coupe M Performance,3.0,6,24
Bmw,M240i xDrive Convertible,3.0,6,24
Bmw,M240i xDrive Coupe,3.0,6,24
Bmw,M240i xDrive Coupe M Performance,3.0,6,24
Bmw,M4 Convertible,3.0,6,19
Bmw,M4 Convertible Competition,3.0,6,19
General Motors,CASCADA,1.6,4,24
General Motors,CAMARO,2.0,4,25
General Motors,CAMARO,3.6,6,22
General Motors,CAMARO,6.2,8,20
General Motors,SPARK,1.4,4,33
General Motors,SPARK ACTIV,1.4,4,33
Ford Motor Company,MUSTANG,2.3,4,25
Ford Motor Company,MUSTANG,5.0,8,19
Ford Motor Company,MUSTANG BULLITT,5.0,8,18
Ford Motor Company,MUSTANG CONVERTIBLE,2.3,4,23
Ford Motor Company,MUSTANG CONVERTIBLE,5.0,8,18
Ford Motor Company,MUSTANG PERFORMANCE PACKAGE,2.3,4,23
Toyota,RC F,5.0,8,19
Mercedes-Benz,C 300 (convertible),2.0,4,24
Mercedes-Benz,C 300 (Coupe),2.0,4,25
Mercedes-Benz,C 300 4MATIC (Coupe),2.0,4,25
Bmw,COOPER HARDTOP 2 DOOR,1.5,3,30
Bmw,COOPER HARDTOP 4 DOOR,1.5,3,30
Bmw,COOPER S HARDTOP 2 DOOR,2.0,4,28
Bmw,COOPER S HARDTOP 4 DOOR,2.0,4,28
Bmw,JOHN COOPER WORKS HARDTOP,2.0,4,28
Volkswagen Group Of,Beetle Convertible,2.0,4,29
Honda,TLX AWD,3.5,6,23
Honda,TLX AWD A-SPEC,3.5,6,23
Honda,TLX FWD,2.4,4,27
Honda,TLX FWD,3.5,6,24
Honda,TLX FWD A-SPEC,2.4,4,26
Honda,TLX FWD A-SPEC,3.5,6,23
Bmw,430i Coupe,2.0,4,27
Bmw,430i Gran Coupe,2.0,4,27
Bmw,430i xDrive Coupe,2.0,4,27
Bmw,430i xDrive Gran Coupe,2.0,4,27
Bmw,440i Coupe,3.0,6,25
Bmw,440i Gran Coupe,3.0,6,25
Bmw,440i xDrive Coupe,3.0,6,24
Bmw,440i xDrive Gran Coupe,3.0,6,24
Bmw,640i Gran Coupe,3.0,6,23
Bmw,640i xDrive Gran Coupe,3.0,6,22
Bmw,650i Gran Coupe,4.4,8,21
Bmw,650i xDrive Gran Coupe,4.4,8,20
Bmw,Alpina B6 xDrive Gran Coupe,4.4,8,20
Bmw,M4 Coupe,3.0,6,19
Bmw,M4 Coupe Competition,3.0,6,19
Bmw,M4 CS,3.0,6,19
Bmw,M6 Gran Coupe,4.4,8,16
General Motors,ATS,2.0,4,25
General Motors,ATS,3.6,6,23
General Motors,ATS AWD,2.0,4,24
General Motors,ATS AWD,3.6,6,21
General Motors,ATS-V,3.6,6,20
General Motors,CRUZE,1.4,4,33
General Motors,CRUZE,1.6,4,37
General Motors,CRUZE PREMIER,1.4,4,32
Hyundai,G70 AWD,2.0,4,23
Hyundai,G70 AWD,3.3,6,20
Hyundai,G70 RWD,2.0,4,25
Hyundai,G70 RWD,3.3,6,21
Hyundai,Accent,1.6,4,32
Hyundai,Veloster,1.6,4,30
Hyundai,Veloster,2.0,4,30
Jaguar Land Rover L,XE,2.0,4,36
Jaguar Land Rover L,XE,3.0,6,24
Jaguar Land Rover L,XE AWD,2.0,4,34
Jaguar Land Rover L,XE AWD,3.0,6,23
Jaguar Land Rover L,XE AWD,5.0,8,18
Toyota,GS F,5.0,8,19
Mazda,CX-3 2WD,2.0,4,31
Mazda,CX-3 4WD,2.0,4,29
Mercedes-Benz,AMG CLA 45 4MATIC,2.0,4,26
Mercedes-Benz,CLA 250,2.0,4,29
Mercedes-Benz,CLA 250 4MATIC,2.0,4,27
Nissan,VERSA,1.6,4,34
Rolls-Royce,Dawn,6.6,12,14
Subaru,WRX,2.0,4,21
Subaru,WRX,2.5,4,19
Toyota,C-HR,2.0,4,29
Toyota,COROLLA HATCHBACK,2.0,4,36
Toyota,COROLLA HATCHBACK MANUAL,2.0,4,31
Toyota,COROLLA HATCHBACK XSE,2.0,4,33
Toyota,PRIUS c,1.5,4,46
Volkswagen Group Of,Beetle,2.0,4,29
Volkswagen Group Of,Jetta,1.4,4,34
Volvo,S60 AWD,2.0,4,25
Volvo,S60 FWD,2.0,4,28
Honda,RLX,3.5,6,28
Fca Us Llc,Giulia,2.0,4,27
Fca Us Llc,Giulia,2.9,6,20
Fca Us Llc,Giulia AWD,2.0,4,26
Bmw,530i,2.0,4,27
Bmw,530i xDrive,2.0,4,27
Bmw,540i,3.0,6,24
Bmw,540i xDrive,3.0,6,24
Bmw,M5,4.4,8,17
Bmw,M5 Competition,4.4,8,17
Bmw,M550i xDrive,4.4,8,20
General Motors,LACROSSE,2.5,4,29
General Motors,LACROSSE,3.6,6,24
General Motors,LACROSSE AWD,3.6,6,23
General Motors,REGAL AWD,2.0,4,24
General Motors,REGAL AWD,3.6,6,22
General Motors,CTS,2.0,4,25
General Motors,CTS,3.6,6,23
General Motors,CTS AWD,2.0,4,24
General Motors,CTS AWD,3.6,6,21
General Motors,CTS-V,6.2,8,16
General Motors,CRUZE HATCHBACK,1.4,4,32
General Motors,CRUZE HATCHBACK,1.6,4,35
General Motors,MALIBU,2.0,4,26
Fca Us Llc,Challenger,3.6,6,23
Fca Us Llc,Challenger,5.7,8,19
Fca Us Llc,Challenger,6.4,8,18
Fca Us Llc,Challenger GT,3.6,6,21
Fca Us Llc,Challenger SRT,6.2,8,16
Honda,INSIGHT,1.5,4,52
Honda,INSIGHT TOURING,1.5,4,48
Hyundai,Elantra,2.0,4,32
Hyundai,Elantra SE,2.0,4,33
Nissan,Q70,3.7,6,21
Nissan,Q70,5.6,8,19
Nissan,Q70 AWD,3.7,6,20
Nissan,Q70 AWD,5.6,8,18
Jaguar Land Rover L,XF,2.0,4,35
Jaguar Land Rover L,XF,3.0,6,23
Jaguar Land Rover L,XF AWD,2.0,4,34
Jaguar Land Rover L,XF AWD,3.0,6,23
Kia,Forte,2.0,4,34
Kia,Forte FE,2.0,4,35
Kia,Stinger AWD,2.0,4,24
Kia,Stinger AWD,3.3,6,21
Kia,Stinger RWD,2.0,4,25
Kia,Stinger RWD,3.3,6,21
Maserati,Ghibli  S RWD,3.0,6,19
Maserati,Ghibli V6 Rear Wheel Drive (RWD),3.0,6,19
Maserati,Ghibli V6 SQ4 AWD,3.0,6,19
Mercedes-Benz,E 300,2.0,4,25
Mercedes-Benz,E 300 4MATIC,2.0,4,24
Bmw,COOPER CLUBMAN,1.5,3,27
Bmw,COOPER CLUBMAN ALL4,1.5,3,26
Bmw,COOPER COUNTRYMAN,1.5,3,27
Bmw,COOPER COUNTRYMAN ALL4,1.5,3,25
Bmw,COOPER S CLUBMAN,2.0,4,27
Bmw,COOPER S CLUBMAN ALL4,2.0,4,26
Bmw,COOPER S COUNTRYMAN,2.0,4,27
Bmw,COOPER S COUNTRYMAN ALL4,2.0,4,26
Bmw,JCW COUNTRYMAN ALL4,2.0,4,25
Bmw,JOHN COOPER WORKS CLUBMAN ALL4,2.0,4,26
Nissan,SENTRA,1.6,4,29
Nissan,SENTRA,1.8,4,32
Nissan,SENTRA NISMO,1.6,4,27
Rolls-Royce,Wraith,6.6,12,14
Subaru,IMPREZA 4-Door,2.0,4,32
Subaru,IMPREZA 4-Door SPORT,2.0,4,30
Subaru,LEGACY,2.5,4,29
Subaru,LEGACY,3.6,6,23
Toyota,AVALON,3.5,6,25
Toyota,AVALON HYBRID,2.5,4,43
Toyota,AVALON HYBRID XLE,2.5,4,44
Toyota,AVALON XLE,3.5,6,26
Toyota,CAMRY,2.5,4,34
Toyota,CAMRY,3.5,6,26
Toyota,CAMRY LE/SE,2.5,4,32
Toyota,CAMRY XLE/XSE,2.5,4,32
Toyota,CAMRY XSE,3.5,6,26
Toyota,COROLLA,1.8,4,32
Toyota,COROLLA LE ECO,1.8,4,34
Volkswagen Group Of,Passat,2.0,4,29
Volvo,S90 AWD,2.0,4,25
Volvo,S90 FWD,2.0,4,27
Bmw,330i xDrive Gran Turismo,2.0,4,27
Bmw,340i xDrive Gran Turismo,3.0,6,23
Bmw,640i xDrive Gran Turismo,3.0,6,23
Bmw,740i,3.0,6,24
Bmw,740i xDrive,3.0,6,23
Bmw,750i,4.4,8,21
Bmw,750i xDrive,4.4,8,20
Bmw,Alpina B7 xDrive,4.4,8,20
Bmw,M760i xDrive,6.6,12,16
General Motors,XTS,3.6,6,22
General Motors,XTS AWD,3.6,6,20
General Motors,IMPALA,2.5,4,25
General Motors,IMPALA,3.6,6,22
Fca Us Llc,300,3.6,6,23
Fca Us Llc,300,5.7,8,19
Fca Us Llc,300 AWD,3.6,6,21
Fca Us Llc,Charger,3.6,6,23
Fca Us Llc,Charger,5.7,8,19
Fca Us Llc,Charger,6.4,8,18
Fca Us Llc,Charger AWD,3.6,6,21
Fca Us Llc,Charger SRT,6.2,8,16
Hyundai,G80 AWD,3.3,6,20
Hyundai,G80 AWD,3.8,6,20
Hyundai,G80 AWD,5.0,8,18
Hyundai,G80 RWD,3.3,6,20
Hyundai,G80 RWD,3.8,6,21
Hyundai,G80 RWD,5.0,8,19
Hyundai,G90 AWD,3.3,6,20
Hyundai,G90 AWD,5.0,8,18
Hyundai,G90 RWD,3.3,6,20
Hyundai,G90 RWD,5.0,8,19
Hyundai,Ioniq,1.6,4,55
Hyundai,Ioniq Blue,1.6,4,58
Hyundai,Sonata,1.6,4,31
Hyundai,Sonata,2.0,4,26
Hyundai,Sonata,2.4,4,28
Hyundai,Sonata SE,2.4,4,29
Jaguar Land Rover L,XJ,3.0,6,21
Jaguar Land Rover L,XJ,5.0,8,18
Jaguar Land Rover L,XJ AWD,3.0,6,20
Jaguar Land Rover L,XJL,3.0,6,21
Jaguar Land Rover L,XJL,5.0,8,18
Jaguar Land Rover L,XJL AWD,3.0,6,20
Kia,Cadenza,3.3,6,23
Kia,Optima,1.6,4,31
Kia,Optima,2.0,4,24
Kia,Optima,2.4,4,27
Kia,Optima FE,2.4,4,29
Maserati,QUATTROPORTE S,3.0,6,18
Maserati,QUATTROPORTE SQ4 V6,3.0,6,18
Maserati,QUATTROPORTE V8,3.8,8,17
Rolls-Royce,Ghost,6.6,12,14
Rolls-Royce,Ghost EWB,6.6,12,14
Bmw,330i xDrive Sports Wagon,2.0,4,27
General Motors,REGAL TOUR X AWD,2.0,4,24
Fca Us Llc,500L,1.4,4,25
Honda,FIT,1.5,4,36
Honda,HR-V AWD,1.8,4,29
Honda,HR-V FWD,1.8,4,30
Kia,Soul,1.6,4,28
Kia,Soul,2.0,4,27
Subaru,IMPREZA 5-Door,2.0,4,31
Subaru,IMPREZA 5-Door SPORT,2.0,4,30
Volvo,V60 AWD,2.0,4,25
Volvo,V60 FWD,2.0,4,28
Jaguar Land Rover L,XF Sportbrake AWD,3.0,6,21
Mercedes-Benz,AMG GLA 45 4MATIC,2.0,4,25
Volvo,V90 AWD,2.0,4,25
Volvo,V90 CC AWD,2.0,4,24
Volvo,V90 FWD,2.0,4,27
General Motors,COLORADO 2WD,2.5,4,22
General Motors,COLORADO 2WD,2.8,4,23
General Motors,COLORADO 2WD,3.6,6,20
General Motors,CANYON 2WD,2.5,4,22
General Motors,CANYON 2WD,2.8,4,23
General Motors,CANYON 2WD,3.6,6,20
Honda,RIDGELINE FWD,3.5,6,22
Nissan,FRONTIER 2WD,2.5,4,19
Nissan,FRONTIER 2WD,4.0,6,19
Nissan,FRONTIER 2WD FFV,4.0,6,18
General Motors,COLORADO 4WD,2.5,4,21
General Motors,COLORADO 4WD,2.8,4,22
General Motors,COLORADO 4WD,3.6,6,19
General Motors,COLORADO ZR2 4WD,2.8,4,19
General Motors,COLORADO ZR2 4WD,3.6,6,17
General Motors,CANYON 4WD,2.5,4,21
General Motors,CANYON 4WD,2.8,4,22
General Motors,CANYON 4WD,3.6,6,19
Nissan,FRONTIER 4WD,4.0,6,17
Nissan,FRONTIER 4WD FFV,4.0,6,17
General Motors,C10 SILVERADO 2WD,5.3,8,19
General Motors,C15 SILVERADO LD 2WD,5.3,8,17
General Motors,C10 SIERRA 2WD,5.3,8,19
General Motors,C15 SIERRA LTD 2WD,5.3,8,17
Fca Us Llc,1500 4X2,5.7,8,19
Fca Us Llc,1500 Classic 4X2,3.6,6,20
Fca Us Llc,1500 Classic 4X2,5.7,8,17
Toyota,TUNDRA 2WD,4.6,8,16
Toyota,TUNDRA 2WD,5.7,8,15
General Motors,K10 SILVERADO 4WD,5.3,8,18
General Motors,K10 SILVERADO 4WD,6.2,8,17
General Motors,K10 SILVERADO 4WD TRAILBOSS,5.3,8,17
General Motors,K15 SILVERADO LD 4WD,5.3,8,17
General Motors,K10 SIERRA 4WD,5.3,8,17
General Motors,K10 SIERRA 4WD,6.2,8,17
General Motors,K10 SIERRA 4WD AT4,5.3,8,17
General Motors,K10 SIERRA 4WD AT4,6.2,8,17
General Motors,K15 SIERRA LTD 4WD,5.3,8,17
Honda,RIDGELINE AWD,3.5,6,21
Fca Us Llc,1500 4X4,5.7,8,19
Fca Us Llc,1500 Classic 4X4,3.6,6,19
Fca Us Llc,1500 Classic 4X4,5.7,8,17
Toyota,TUNDRA 4WD,4.6,8,16
Toyota,TUNDRA 4WD,5.7,8,14
Toyota,TUNDRA 4WD FFV,5.7,8,15
General Motors,XTS HEARSE,3.6,6,17
General Motors,XTS LIMO,3.6,6,17
Ford Motor Company,Transit Connect Van 2WD,2.0,4,25
Ford Motor Company,Transit Connect Van 2WD,2.5,4,22
Ford Motor Company,TRANSIT CONNECT VAN FFV,2.0,4,25
Ford Motor Company,TRANSIT CONNECT WAGON LWB FFV,2.0,4,26
Ford Motor Company,Transit Connect Wagon LWB FWD,2.0,4,26
Ford Motor Company,Transit Connect Wagon LWB FWD,2.5,4,22
Nissan,NV200 Cargo Van,2.0,4,25
Ford Motor Company,MKT HEARSE AWD,3.5,6,16
Ford Motor Company,MKT LIMO AWD,3.5,6,15
Ford Motor Company,MKT LIVERY AWD,3.7,6,18
General Motors,COLORADO CAB CHASSIS 2WD,3.6,6,15
General Motors,CANYON CAB CHASSIS 2WD,3.6,6,15
Fca Us Llc,Pacifica,3.6,6,22
Fca Us Llc,Grand Caravan,3.6,6,20
Honda,ODYSSEY FWD,3.5,6,22
Kia,Sedona,3.3,6,21
Toyota,SIENNA,3.5,6,22
Toyota,SIENNA AWD,3.5,6,20
Honda,MDX FWD,3.5,6,23
Honda,RDX FWD,2.0,4,24
Honda,RDX FWD A-SPEC,2.0,4,24
Fca Us Llc,Stelvio,2.0,4,25
General Motors,ENCORE,1.4,4,28
General Motors,ENVISION FWD,2.5,4,25
General Motors,XT5,3.6,6,22
General Motors,EQUINOX FWD,1.5,4,28
General Motors,EQUINOX FWD,1.6,4,32
General Motors,EQUINOX FWD,2.0,4,25
General Motors,TERRAIN FWD,1.5,4,28
General Motors,TERRAIN FWD,1.6,4,32
General Motors,TERRAIN FWD,2.0,4,24
Honda,PILOT FWD,3.5,6,22
Hyundai,Kona FWD,1.6,4,30
Hyundai,Kona FWD,2.0,4,30
Hyundai,Santa Fe FWD,2.0,4,22
Hyundai,Santa Fe FWD,2.4,4,25
Hyundai,Santa Fe XL FWD,3.3,6,21
Hyundai,Santa Fe XL Ultimate FWD,3.3,6,20
Nissan,QX50,2.0,4,27
Nissan,QX60 FWD,3.5,6,22
Fca Us Llc,Cherokee FWD,2.0,4,26
Fca Us Llc,Cherokee FWD,2.4,4,25
Fca Us Llc,Cherokee FWD,3.2,6,23
Fca Us Llc,Compass 4X2,2.4,4,25
Kia,Sorento FWD,2.4,4,25
Kia,Sorento FWD,3.3,6,22
Kia,Sportage FE FWD,2.4,4,25
Kia,Sportage FWD,2.0,4,23
Kia,Sportage FWD,2.4,4,25
Toyota,NX 300,2.0,4,25
Toyota,RX 350,3.5,6,23
Ford Motor Company,MKC  FWD,2.0,4,23
Mercedes-Benz,GLA 250,2.0,4,27
Mercedes-Benz,GLC 300,2.0,4,24
Mitsubishi Motors Co,ECLIPSE CROSS 2WD,1.5,4,26
Mitsubishi Motors Co,ECLIPSE CROSS ES 2WD,1.5,4,27
Mitsubishi Motors Co,OUTLANDER 2WD,2.4,4,27
Volvo,XC40 FWD,2.0,4,27
Volvo,XC60 FWD,2.0,4,24
Honda,MDX AWD,3.0,6,27
Honda,MDX AWD,3.5,6,22
Honda,MDX AWD A-spec,3.5,6,21
Honda,RDX AWD,2.0,4,23
Honda,RDX AWD A-SPEC,2.0,4,23
Fca Us Llc,Stelvio AWD,2.0,4,24
Fca Us Llc,Stelvio AWD,2.9,6,19
Bmw,X3 M40i,3.0,6,23
Bmw,X3 sDrive30i,2.0,4,26
Bmw,X3 xDrive30i,2.0,4,25
Bmw,X4 M40i,3.0,6,23
Bmw,X4 xDrive30i,2.0,4,25
General Motors,ENCORE AWD,1.4,4,27
General Motors,ENVISION AWD,2.0,4,22
General Motors,ENVISION AWD,2.5,4,24
General Motors,XT5 AWD,3.6,6,21
General Motors,EQUINOX AWD,1.5,4,27
General Motors,EQUINOX AWD,1.6,4,32
General Motors,EQUINOX AWD,2.0,4,24
General Motors,TERRAIN AWD,1.5,4,26
General Motors,TERRAIN AWD,1.6,4,32
General Motors,TERRAIN AWD,2.0,4,23
Honda,PILOT AWD,3.5,6,21
Hyundai,Kona AWD,1.6,4,27
Hyundai,Kona AWD,2.0,4,27
Hyundai,Santa Fe AWD,2.0,4,21
Hyundai,Santa Fe AWD,2.4,4,23
Hyundai,Santa Fe XL AWD,3.3,6,20
Hyundai,Santa Fe XL Ultimate AWD,3.3,6,19
Nissan,QX50 AWD,2.0,4,26
Nissan,QX60 AWD,3.5,6,22
Jaguar Land Rover L,F-Pace,2.0,4,29
Jaguar Land Rover L,F-Pace,3.0,6,20
Jaguar Land Rover L,Jaguar E-Pace P250,2.0,4,24
Jaguar Land Rover L,Jaguar E-Pace P300,2.0,4,23
Fca Us Llc,Cherokee 4X4,2.0,4,24
Fca Us Llc,Cherokee 4X4,2.4,4,24
Fca Us Llc,Cherokee 4X4,3.2,6,22
Fca Us Llc,Cherokee 4x4 Active Drive II,2.0,4,23
Fca Us Llc,Cherokee 4x4 Active Drive II,3.2,6,21
Fca Us Llc,Cherokee Trailhawk 4X4,2.0,4,22
Fca Us Llc,Cherokee Trailhawk 4X4,3.2,6,21
Fca Us Llc,Compass 4X4,2.4,4,25
Kia,Sorento AWD,2.4,4,23
Kia,Sorento AWD,3.3,6,21
Kia,Sportage AWD,2.0,4,21
Kia,Sportage AWD,2.4,4,23
Kia,Sportage FE AWD,2.4,4,22
Jaguar Land Rover L,Discovery Sport Si4,2.0,4,22
Jaguar Land Rover L,Range Rover Evoque 237HP,2.0,4,25
Jaguar Land Rover L,Range Rover Evoque 286HP,2.0,4,24
Jaguar Land Rover L,Range Rover Evoque Cabriolet,2.0,4,24
Jaguar Land Rover L,Range Rover Velar,2.0,4,28
Jaguar Land Rover L,Range Rover Velar,3.0,6,20
Toyota,NX 300 AWD,2.0,4,24
Toyota,NX 300 AWD F SPORT,2.0,4,24
Toyota,NX 300h AWD,2.5,4,31
Toyota,RX 350 AWD,3.5,6,22
Ford Motor Company,MKC  AWD,2.0,4,22
Ford Motor Company,MKC  AWD,2.3,4,20
Mercedes-Benz,GLA 250 4MATIC,2.0,4,26
Mercedes-Benz,GLC 300 4MATIC,2.0,4,24
Mercedes-Benz,GLC 300 4MATIC (Coupe),2.0,4,23
Mitsubishi Motors Co,ECLIPSE CROSS 4WD,1.5,4,25
Mitsubishi Motors Co,ECLIPSE CROSS ES 4WD,1.5,4,26
Mitsubishi Motors Co,OUTLANDER 4WD,2.4,4,26
Mitsubishi Motors Co,OUTLANDER 4WD,3.0,6,22
Subaru,CROSSTREK AWD,2.0,4,29
Subaru,FORESTER AWD,2.5,4,29
Subaru,OUTBACK AWD,2.5,4,28
Subaru,OUTBACK AWD,3.6,6,22
Volvo,XC40 AWD,2.0,4,26
Volvo,XC60 AWD,2.0,4,22
Bmw,X6 sDrive35i,3.0,6,20
General Motors,ENCLAVE,3.6,6,21
General Motors,ESCALADE 2WD,6.2,8,17
General Motors,C1500 SUBURBAN 2WD,5.3,8,18
General Motors,C1500 SUBURBAN 2WD,6.2,8,17
General Motors,C1500 TAHOE 2WD,5.3,8,18
General Motors,C1500 TAHOE 2WD,6.2,8,17
General Motors,TRAVERSE FWD,2.0,4,22
General Motors,TRAVERSE FWD,3.6,6,21
Fca Us Llc,Durango RWD,3.6,6,21
Fca Us Llc,Durango RWD,5.7,8,17
Ford Motor Company,Flex FWD,3.5,6,19
General Motors,ACADIA FWD,2.5,4,23
General Motors,ACADIA FWD,3.6,6,21
General Motors,C1500 YUKON 2WD,5.3,8,18
General Motors,C1500 YUKON 2WD,6.2,8,17
General Motors,C1500 YUKON XL 2WD,5.3,8,18
General Motors,C1500 YUKON XL 2WD,6.2,8,17
Nissan,QX80 2WD,5.6,8,16
Fca Us Llc,Grand Cherokee 4X2,3.6,6,21
Ford Motor Company,MKT FWD,3.7,6,19
Toyota,4RUNNER 2WD,4.0,6,18
Toyota,SEQUOIA 2WD,5.7,8,15
Volvo,XC90 FWD,2.0,4,24
Bmw,X6 M,4.4,8,16
Bmw,X6 xDrive35i,3.0,6,20
Bmw,X6 xDrive50i,4.4,8,19
General Motors,ENCLAVE AWD,3.6,6,20
General Motors,ESCALADE 4WD,6.2,8,17
General Motors,K1500 SUBURBAN 4WD,5.3,8,16
General Motors,K1500 SUBURBAN 4WD,6.2,8,16
General Motors,K1500 TAHOE 4WD,5.3,8,17
General Motors,K1500 TAHOE 4WD,6.2,8,17
General Motors,TRAVERSE AWD,3.6,6,20
Fca Us Llc,Durango AWD,3.6,6,21
Fca Us Llc,Durango AWD,5.7,8,17
Ford Motor Company,FLEX AWD,3.5,6,17
General Motors,ACADIA AWD,2.5,4,22
General Motors,ACADIA AWD,3.6,6,20
General Motors,K1500 YUKON 4WD,5.3,8,17
General Motors,K1500 YUKON 4WD,6.2,8,17
General Motors,K1500 YUKON XL 4WD,5.3,8,16
General Motors,K1500 YUKON XL 4WD,6.2,8,16
Nissan,QX80 4WD,5.6,8,15
Fca Us Llc,Grand Cherokee 4X4,3.6,6,21
Fca Us Llc,Grand Cherokee 4X4,5.7,8,17
Jaguar Land Rover L,Discovery,3.0,6,23
Jaguar Land Rover L,Range Rover,5.0,8,18
Jaguar Land Rover L,Range Rover LWB,5.0,8,18
Jaguar Land Rover L,Range Rover LWB SVA,5.0,8,15
Jaguar Land Rover L,Range Rover Sport,3.0,6,24
Jaguar Land Rover L,Range Rover Sport,5.0,8,19
Jaguar Land Rover L,Range Rover SVA,3.0,6,24
Jaguar Land Rover L,Range Rover SVA,5.0,8,16
Toyota,GX 460,4.6,8,16
Toyota,LX 570,5.7,8,15
Ford Motor Company,MKT AWD,3.5,6,17
Maserati,LEVANTE,3.0,8,17
Maserati,LEVANTE S,3.0,8,17
Mercedes-Benz,GLE 400 4MATIC,3.0,6,20
Mercedes-Benz,GLS 450 4MATIC,3.0,6,18
Subaru,ASCENT,2.4,4,23
Subaru,ASCENT LIMITED/TOURING,2.4,4,22
Toyota,4RUNNER 4WD,4.0,6,18
Toyota,LAND CRUISER WAGON 4WD,5.7,8,15
Toyota,SEQUOIA 4WD,5.7,8,14
Volvo,XC90 AWD,2.0,4,22
Honda,ADX AWD,1.5,4,27
Honda,ADX FWD,1.5,4,28
Honda,INTEGRA,1.5,4,33
Honda,INTEGRA,2.0,4,24
Honda,INTEGRA A-SPEC,1.5,4,32
Honda,MDX AWD Type-S,3.0,6,19
Honda,TLX AWD A-SPEC,2.0,4,24
Honda,TLX FWD,2.0,4,25
Honda,TLX Type-S,3.0,6,21
Fca Us Llc,Tonale AWD,2.0,4,24
Aston Martin,DB12 V8,4.0,8,17
Aston Martin,DBX 707,4.0,8,17
Aston Martin,Vanquish,5.2,12,16
Aston Martin,Vantage,4.0,8,18
Volkswagen Group Of,A3 quattro,2.0,4,28
Volkswagen Group Of,A4 allroad quattro,2.0,4,26
Volkswagen Group Of,A4 quattro,2.0,4,29
Volkswagen Group Of,A4 S line quattro,2.0,4,26
